"geneId","geneIdNCBI","simplifiedId","simplifiedResistance","geneLength"
3964,"WP_063844321.1",519,"trimethoprim-resistant dihydrofolate reductase DfrA12",165
3965,"WP_063844298.1",519,"trimethoprim-resistant dihydrofolate reductase DfrA12",165
3966,"WP_063844297.1",519,"trimethoprim-resistant dihydrofolate reductase DfrA12",165
3967,"WP_063844294.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
3968,"WP_063844293.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
3969,"WP_063844292.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
3970,"WP_063844291.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
3971,"WP_063844290.1",510,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA1",157
3972,"WP_063844288.1",3972,"trimethoprim-resistant repeat-containing dihydrofolate reductase DfrA1",187
3973,"WP_063844234.1",3973,"chloramphenicol efflux MFS transporter CmrA",391
3974,"WP_063843238.1",1984,"class A extended-spectrum beta-lactamase CfxA2",321
3975,"WP_063843236.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
3976,"WP_063843235.1",3976,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase CepS",382
3977,"WP_063843234.1",3977,"cephalosporin-hydrolyzing class C beta-lactamase CepH",382
3978,"WP_063843230.1",1991,"type B-3 chloramphenicol O-acetyltransferase CatB8",210
3979,"WP_063843229.1",3979,"MULTISPECIES: type B-3 chloramphenicol O-acetyltransferase CatB6",210
3980,"WP_063843227.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
3981,"WP_063843226.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
3982,"WP_063843223.1",3982,"type B chloramphenicol O-acetyltransferase CatB10",210
3983,"WP_063843222.1",2521,"type A-2 chloramphenicol O-acetyltransferase CatII",213
3984,"WP_063843221.1",1996,"type A-16 chloramphenicol O-acetyltransferase CatQ",219
3985,"WP_063843219.1",3985,"type A-15 chloramphenicol acetyltransferase CatA15",219
3986,"WP_063843218.1",3986,"type A-1 chloramphenicol O-acetyltransferase",219
3987,"WP_063843211.1",4242,"type A-7 chloramphenicol O-acetyltransferase",215
3988,"WP_063843208.1",3988,"type A-4 chloramphenicol O-acetyltransferase",217
3989,"WP_063843207.1",3989,"ABC-F type ribosomal protection protein Car(A)",551
3990,"WP_063842915.1",3990,"SHW family subclass B1 metallo-beta-lactamase SLB-1",249
3991,"WP_063842911.1",3991,"SHW family subclass B1 metallo-beta-lactamase SFB-1",244
3992,"WP_063842896.1",3992,"class A beta-lactamase",304
3993,"WP_063842759.1",1072,"class A extended-spectrum beta-lactamase OXY-2-15",290
3994,"WP_063842752.1",1072,"class A extended-spectrum beta-lactamase OXY-2-15",290
3995,"WP_063842745.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
3996,"WP_063842730.1",1317,"class C extended-spectrum beta-lactamase OCH-6",390
3997,"WP_063842724.1",3997,"class A beta-lactamase",308
3998,"WP_063842717.1",3998,"subclass B3 metallo-beta-lactamase LRA-19",300
3999,"WP_063842712.1",3999,"subclass B3 metallo-beta-lactamase LRA-17",294
4000,"WP_063842707.1",4000,"subclass B3 metallo-beta-lactamase LRA-12",293
4001,"WP_063842704.1",4001,"subclass B3 metallo-beta-lactamase LRA-9",301
4002,"WP_063842703.1",4002,"subclass B3 metallo-beta-lactamase LRA-8",305
4003,"WP_063842702.1",4003,"subclass B3 metallo-beta-lactamase LRA-3",302
4004,"WP_063842701.1",4004,"subclass B3 metallo-beta-lactamase LRA-2",302
4005,"WP_063842700.1",4005,"L2 family class A beta-lactamase",304
4006,"WP_063842699.1",2422,"L1 family subclass B3 metallo-beta-lactamase",290
4007,"WP_063842698.1",4012,"L1 family subclass B3 metallo-beta-lactamase",289
4008,"WP_063842697.1",4012,"L1 family subclass B3 metallo-beta-lactamase",289
4009,"WP_063842696.1",2422,"L1 family subclass B3 metallo-beta-lactamase",290
4010,"WP_063842695.1",4015,"L1 family subclass B3 metallo-beta-lactamase",289
4011,"WP_063842694.1",4012,"L1 family subclass B3 metallo-beta-lactamase",289
4012,"WP_063842693.1",4012,"L1 family subclass B3 metallo-beta-lactamase",289
4013,"WP_063842692.1",2422,"L1 family subclass B3 metallo-beta-lactamase",290
4014,"WP_063842691.1",2422,"L1 family subclass B3 metallo-beta-lactamase",290
4015,"WP_063842690.1",4015,"L1 family subclass B3 metallo-beta-lactamase",289
4016,"WP_063842688.1",2422,"L1 family subclass B3 metallo-beta-lactamase",290
4017,"WP_063842682.1",4017,"L1 family subclass B3 metallo-beta-lactamase",295
4018,"WP_063842676.1",4018,"L1 family subclass B3 metallo-beta-lactamase",290
4019,"WP_063842669.1",2422,"L1 family subclass B3 metallo-beta-lactamase",290
4020,"WP_063842628.1",4020,"class A beta-lactamase",294
4021,"WP_063842277.1",4021,"class A beta-lactamase",345
4022,"WP_063842272.1",4022,"class A beta-lactamase, subclass A2",319
4023,"WP_063842268.1",4023,"class A beta-lactamase LRA-5",326
4024,"WP_063842263.1",4024,"class A beta-lactamase LRA-1",295
4025,"WP_063842214.1",3846,"NAD(+)--rifampin ADP-ribosyltransferase Arr-6",150
4026,"WP_063842207.1",563,"NAD(+)--rifampin ADP-ribosyltransferase Arr-3",150
4027,"WP_063842185.1",4027,"aminoglycoside O-phosphotransferase APH(7'')-Ia",332
4028,"WP_063842179.1",4028,"aminoglycoside O-phosphotransferase APH(3')-Vc",264
4029,"WP_063842176.1",4029,"aminoglycoside O-phosphotransferase APH(3')-Va",268
4030,"WP_063842148.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
4031,"WP_063842098.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",269
4032,"WP_063841683.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
4033,"WP_063841674.1",4033,"aminoglycoside O-phosphotransferase APH(3')-IVa",262
4034,"WP_063841507.1",4495,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-IIIa",264
4035,"WP_063841495.1",4495,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-IIIa",264
4036,"WP_063840677.1",4036,"aminoglycoside O-phosphotransferase APH(3'')-Ia",272
4037,"WP_063840674.1",2141,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(2'')-IIa",299
4038,"WP_063840508.1",4038,"aminoglycoside nucleotidyltransferase ANT(4')-IIa",252
4039,"WP_063840466.1",4039,"class C beta-lactamase",378
4040,"WP_063840461.1",2578,"aminoglycoside O-nucleotidyltransferase ANT(4')-Ia",253
4041,"WP_063840460.1",2578,"aminoglycoside O-nucleotidyltransferase ANT(4')-Ia",253
4042,"WP_063840459.1",4042,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9",277
4043,"WP_063840458.1",4042,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9",278
4044,"WP_063840457.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
4045,"WP_063840456.1",4046,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7",265
4046,"WP_063840455.1",4046,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7",265
4047,"WP_063840444.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
4048,"WP_063840443.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
4049,"WP_063840441.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
4050,"WP_063840435.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4051,"WP_063840415.1",4051,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",281
4052,"WP_063840332.1",4052,"aminoglycoside 6'-N-acetyltransferase AacA37",133
4053,"WP_063840319.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4054,"WP_063840283.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4055,"WP_063840282.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4056,"WP_063840281.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4057,"WP_063840276.1",4057,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-IIb",180
4058,"WP_063840274.1",4058,"aminoglycoside 6'-N-acetyltransferase AAC(6')-I30",184
4059,"WP_063840273.1",3434,"aminoglycoside N-acetyltransferase AAC(3)-VIa",299
4060,"WP_063840272.1",4060,"aminoglycoside N-acetyltransferase AAC(3)-VIIa",288
4061,"WP_063840269.1",4061,"aminoglycoside N-acetyltransferase AAC(3)-IXa",281
4062,"WP_063840268.1",4062,"aminoglycoside N-acetyltransferase AAC(3)-IVa",261
4063,"WP_063840267.1",2053,"aminoglycoside N-acetyltransferase AAC(3)-IIc",286
4064,"WP_063840265.1",2053,"aminoglycoside N-acetyltransferase AAC(3)-IIc",286
4065,"WP_063840264.1",2053,"aminoglycoside N-acetyltransferase AAC(3)-IIc",286
4066,"WP_063840263.1",4066,"aminoglycoside N-acetyltransferase AAC(3)-IIIc",279
4067,"WP_063840260.1",4067,"AAC(3)-I family aminoglycoside 3-N-acetyltransferase",165
4068,"WP_063840258.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4069,"WP_063840257.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4070,"WP_063840256.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4071,"WP_063839877.1",4071,"bifunctional class C beta-lactamase/class D beta-lactamase fusion protein LRA-13",609
4072,"WP_063839875.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",463
4073,"WP_063838853.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",328
4074,"WP_063838852.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",334
4075,"WP_063406924.1",4075,"MULTISPECIES: CMY2/MIR/ACT/EC family class c beta-lactamase",381
4076,"WP_062743204.1",4076,"class A extended-spectrum beta-lactamase ERP-1",293
4077,"WP_061158039.1",914,"class A beta-lactamase TEM-219",286
4078,"WP_060682854.1",43,"class C beta-lactamase CMY-163",381
4079,"WP_059262713.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4080,"WP_059155257.1",3772,"subclass B3 metallo-beta-lactamase GOB-14",292
4081,"WP_058685609.1",1872,"sulfonamide-resistant dihydropteroate synthase Sul1",279
4082,"WP_058621816.1",2686,"macrolide efflux MFS transporter Mef(A)",405
4083,"WP_058177653.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
4084,"WP_057280848.1",1984,"class A extended-spectrum beta-lactamase CfxA2",321
4085,"WP_057046497.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4086,"WP_055314004.1",914,"class A beta-lactamase TEM-219",286
4087,"WP_054882068.1",4087,"MULTISPECIES: fosfomycin resistance thiol transferase FosE",134
4088,"WP_053821788.1",4088,"MULTISPECIES: phosphoethanolamine--lipid A transferase MCR-5.1",547
4089,"WP_052972810.1",1991,"type B-3 chloramphenicol O-acetyltransferase CatB8",210
4090,"WP_052543100.1",1835,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(W)",639
4091,"WP_052413892.1",4091,"tetracenomycin C efflux MFS transporter",538
4092,"WP_052413554.1",4092,"aminoglycoside O-phosphotransferase APH(6)-Ib",307
4093,"WP_052285801.1",530,"aminoglycoside 6'-N-acetyltransferase AacA34",146
4094,"WP_052259183.1",4094,"MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)",301
4095,"WP_052238312.1",4095,"MULTISPECIES: NAD(+)--rifampin ADP-ribosyltransferase Arr-5",150
4096,"WP_050945244.1",4096,"type A-6 chloramphenicol O-acetyltransferase Cat86",220
4097,"WP_050232631.1",3247,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M)",639
4098,"WP_049637349.1",279,"class A extended-spectrum beta-lactamase PER-12",308
4099,"WP_049554487.1",4099,"MULTISPECIES: tetracycline efflux ABC transporter Tet(60) subunit B",579
4100,"WP_048608591.1",1991,"type B-3 chloramphenicol O-acetyltransferase CatB8",210
4101,"WP_048608579.1",4051,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",281
4102,"WP_048330117.1",1345,"class A beta-lactamase LEN-15",286
4103,"WP_048321520.1",2031,"SRT/SST family class C beta-lactamase",378
4104,"WP_048241752.1",43,"class C beta-lactamase CMY-163",381
4105,"WP_048235862.1",914,"class A beta-lactamase TEM-219",286
4106,"WP_047731800.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4107,"WP_047211550.1",4107,"MULTISPECIES: streptogramin A O-acetyltransferase Vat(B)",212
4108,"WP_046619698.1",1345,"class A beta-lactamase LEN-15",286
4109,"WP_046430859.1",4015,"L1 family subclass B3 metallo-beta-lactamase",289
4110,"WP_045912044.1",1411,"class A beta-lactamase GES-30",287
4111,"WP_045899678.1",4111,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase Dfr7",157
4112,"WP_044702041.1",1512,"class A extended-spectrum beta-lactamase CTX-M-152",291
4113,"WP_044666383.1",2948,"tetracycline resistance ribosomal protection protein Tet(O)",639
4114,"WP_044424439.1",2147,"aminoglycoside N-acetyltransferase AAC(6')-31",184
4115,"WP_043907054.1",301,"OXA-48 family class D beta-lactamase OXA-519",265
4116,"WP_042958124.1",1817,"D-alanine--(R)-lactate ligase VanB",342
4117,"WP_042862943.1",2503,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlA8",419
4118,"WP_042846365.1",3350,"MULTISPECIES: Tet(D)-related tetracycline efflux MFS transporter",400
4119,"WP_041160408.1",3247,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M)",639
4120,"WP_041152457.1",1940,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)",245
4121,"WP_040564913.1",4121,"MULTISPECIES: type A-13 chloramphenicol O-acetyltransferase",207
4122,"WP_039819893.1",1388,"subclass B1 metallo-beta-lactamase IMP-32",246
4123,"WP_039103359.1",1345,"class A beta-lactamase LEN-15",286
4124,"WP_039034975.1",819,"quinolone resistance pentapeptide repeat protein QnrA4",218
4125,"WP_038640920.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4126,"WP_038415208.1",2671,"MULTISPECIES: fosfomycin resistance glutathione transferase FosA2",141
4127,"WP_038405930.1",653,"class C beta-lactamase ADC-98",383
4128,"WP_038404949.1",4128,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(3)-Id",158
4129,"WP_038404948.1",4378,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-Ib",271
4130,"WP_036428783.1",4130,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(40)",251
4131,"WP_034848068.1",4262,"MULTISPECIES: subclass B1 metallo-beta-lactamase BlaB-1",248
4132,"WP_034085125.1",3982,"type B chloramphenicol O-acetyltransferase CatB10",210
4133,"WP_034072810.1",3959,"trimethoprim-resistant dihydrofolate reductase DfrA22",165
4134,"WP_034071670.1",60,"class C beta-lactamase PDC-300",397
4135,"WP_034006142.1",4135,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(3)-Ic",156
4136,"WP_033959319.1",4136,"NAD(+)--rifampin ADP-ribosyltransferase Arr-4",150
4137,"WP_033841866.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4138,"WP_033649026.1",2092,"aminoglycoside 6'-N-acetyltransferase",146
4139,"WP_033205177.1",4139,"MULTISPECIES: FomB family phosphonate monophosphate kinase",330
4140,"WP_033147097.1",4140,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(3)-IIb",269
4141,"WP_032946415.1",1984,"class A extended-spectrum beta-lactamase CfxA2",321
4142,"WP_032941855.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4143,"WP_032667553.1",3959,"trimethoprim-resistant dihydrofolate reductase DfrA22",165
4144,"WP_032542910.1",2578,"aminoglycoside O-nucleotidyltransferase ANT(4')-Ia",253
4145,"WP_032495047.1",43,"class C beta-lactamase CMY-163",381
4146,"WP_032494864.1",297,"class A extended-spectrum beta-lactamase VEB-19",299
4147,"WP_032494221.1",2835,"MULTISPECIES: aminocyclitol acetyltransferase ApmA",274
4148,"WP_032493168.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
4149,"WP_032492683.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
4150,"WP_032492605.1",4150,"MULTISPECIES: FosC2 family fosfomycin resistance glutathione transferase",132
4151,"WP_032492486.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4152,"WP_032492430.1",4152,"subclass B1 metallo-beta-lactamase KHM-1",241
4153,"WP_032492247.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4154,"WP_032492184.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
4155,"WP_032492145.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
4156,"WP_032492114.1",280,"class A beta-lactamase SHV-200",286
4157,"WP_032492113.1",914,"class A beta-lactamase TEM-219",286
4158,"WP_032492108.1",914,"class A beta-lactamase TEM-219",286
4159,"WP_032492097.1",512,"quaternary ammonium compound efflux SMR transporter QacF",110
4160,"WP_032492096.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
4161,"WP_032492089.1",4161,"16S rRNA (adenine(1408)-N(1))-methyltransferase NpmA",219
4162,"WP_032492024.1",1872,"sulfonamide-resistant dihydropteroate synthase Sul1",279
4163,"WP_032492008.1",2090,"subclass B1 metallo-beta-lactamase VIM-29",266
4164,"WP_032491968.1",554,"aminoglycoside 6'-N-acetyltransferase",184
4165,"WP_032491956.1",4165,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase ACC-1",390
4166,"WP_032491881.1",4306,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FexA",475
4167,"WP_032491875.1",4167,"MULTISPECIES: class A extended-spectrum beta-lactamase KLUC-2",291
4168,"WP_032491784.1",280,"class A beta-lactamase SHV-200",286
4169,"WP_032491780.1",4495,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-IIIa",264
4170,"WP_032491779.1",4170,"aminoglycoside nucleotidyltransferase ANT(6)-Ia",302
4171,"WP_032491777.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
4172,"WP_032491656.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4173,"WP_032491641.1",3391,"MULTISPECIES: penicillin-hydrolyzing class A beta-lactamase BlaZ",281
4174,"WP_032491601.1",280,"class A beta-lactamase SHV-200",286
4175,"WP_032491576.1",4306,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FexA",475
4176,"WP_032491464.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
4177,"WP_032491462.1",4519,"MULTISPECIES: 23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr",349
4178,"WP_032491449.1",914,"class A beta-lactamase TEM-219",286
4179,"WP_032491403.1",280,"class A beta-lactamase SHV-200",286
4180,"WP_032491400.1",4180,"MULTISPECIES: multidrug efflux SMR transporter Smr",105
4181,"WP_032491377.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
4182,"WP_032491376.1",914,"class A beta-lactamase TEM-219",286
4183,"WP_032491359.1",2748,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(2'')-IVa",301
4184,"WP_032491356.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4185,"WP_032491316.1",2536,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA16",157
4186,"WP_032491313.1",4186,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA3b",159
4187,"WP_032491311.1",4187,"MULTISPECIES: OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4",276
4188,"WP_032491283.1",914,"class A beta-lactamase TEM-219",286
4189,"WP_032491237.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
4190,"WP_032491228.1",1872,"sulfonamide-resistant dihydropteroate synthase Sul1",279
4191,"WP_032491181.1",4191,"trimethoprim-resistant dihydrofolate reductase DfrA20",169
4192,"WP_032491180.1",280,"class A beta-lactamase SHV-200",286
4193,"WP_032491106.1",3920,"lincosamide nucleotidyltransferase Lnu(A)",161
4194,"WP_032490973.1",1411,"class A beta-lactamase GES-30",287
4195,"WP_032490960.1",914,"class A beta-lactamase TEM-219",286
4196,"WP_032490959.1",914,"class A beta-lactamase TEM-219",286
4197,"WP_032490957.1",1448,"class C beta-lactamase DHA-21",379
4198,"WP_032490956.1",914,"class A beta-lactamase TEM-219",286
4199,"WP_032490787.1",3886,"tetracycline efflux MFS transporter Tet(H)",400
4200,"WP_032490786.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",272
4201,"WP_032490752.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
4202,"WP_032490744.1",2888,"MULTISPECIES: bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia",479
4203,"WP_032490683.1",1411,"class A beta-lactamase GES-30",287
4204,"WP_032490682.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
4205,"WP_032490535.1",2948,"tetracycline resistance ribosomal protection protein Tet(O)",639
4206,"WP_032490534.1",4314,"MULTISPECIES: EreA family erythromycin esterase",408
4207,"WP_032490451.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4208,"WP_032490448.1",4187,"MULTISPECIES: OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4",276
4209,"WP_032490446.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
4210,"WP_032490445.1",3717,"oxacillin-hydrolyzing class D beta-lactamase OXA-118",266
4211,"WP_032490444.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
4212,"WP_032490443.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4213,"WP_032490440.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4214,"WP_032490438.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",189
4215,"WP_032490336.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
4216,"WP_032490193.1",280,"class A beta-lactamase SHV-200",286
4217,"WP_032490189.1",4217,"trimethoprim-resistant dihydrofolate reductase DfrA18",189
4218,"WP_032490133.1",1863,"tetracycline efflux MFS transporter Tet(B)",401
4219,"WP_032490103.1",914,"class A beta-lactamase TEM-219",286
4220,"WP_032490053.1",4187,"MULTISPECIES: OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4",276
4221,"WP_032489893.1",914,"class A beta-lactamase TEM-219",286
4222,"WP_032489753.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
4223,"WP_032489723.1",1940,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)",248
4224,"WP_032489639.1",2486,"MULTISPECIES: ABC-F type ribosomal protection protein Vga(A)",522
4225,"WP_032489636.1",3850,"streptogramin B lyase Vgb(A)",299
4226,"WP_032489635.1",4226,"streptogramin A O-acetyltransferase Vat(A)",219
4227,"WP_032489477.1",2257,"class A beta-lactamase FONA-1",295
4228,"WP_032489464.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
4229,"WP_032489308.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4230,"WP_032489305.1",1993,"type B-3 chloramphenicol O-acetyltransferase CatB3",210
4231,"WP_032489171.1",2362,"MULTISPECIES: class A extended-spectrum beta-lactamase CTX-M-115",291
4232,"WP_032489170.1",2362,"MULTISPECIES: class A extended-spectrum beta-lactamase CTX-M-115",291
4233,"WP_032489150.1",914,"class A beta-lactamase TEM-219",286
4234,"WP_032489025.1",2362,"MULTISPECIES: class A extended-spectrum beta-lactamase CTX-M-115",291
4235,"WP_032488887.1",280,"class A beta-lactamase SHV-200",285
4236,"WP_032488755.1",3146,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA14",157
4237,"WP_032488579.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4238,"WP_032488557.1",3299,"MULTISPECIES: tetracycline efflux MFS transporter Tet(G)",393
4239,"WP_032488555.1",4239,"MULTISPECIES: type A-14 chloramphenicol O-acetyltransferase",216
4240,"WP_032488514.1",2503,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlA8",419
4241,"WP_032488512.1",3940,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)",266
4242,"WP_032488466.1",4242,"type A-7 chloramphenicol O-acetyltransferase",215
4243,"WP_032488460.1",4242,"type A-7 chloramphenicol O-acetyltransferase",215
4244,"WP_032488409.1",4462,"MULTISPECIES: tetracycline efflux MFS transporter Tet(L)",458
4245,"WP_032488331.1",4245,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)",253
4246,"WP_032277257.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
4247,"WP_032221497.1",914,"class A beta-lactamase TEM-219",286
4248,"WP_032072602.1",2362,"MULTISPECIES: class A extended-spectrum beta-lactamase CTX-M-115",291
4249,"WP_032072208.1",914,"class A beta-lactamase TEM-219",286
4250,"WP_032072107.1",1429,"cephalosporin-hydrolyzing class C beta-lactamase FOX-12",382
4251,"WP_032055358.1",653,"class C beta-lactamase ADC-98",383
4252,"WP_032000166.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4253,"WP_031943052.1",546,"MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacG2",110
4254,"WP_031942898.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4255,"WP_031942563.1",1863,"tetracycline efflux MFS transporter Tet(B)",401
4256,"WP_031942321.1",1865,"tetracycline efflux MFS transporter Tet(A)",399
4257,"WP_031916103.1",3298,"MULTISPECIES: streptomycin adenylyltransferase Str",282
4258,"WP_031775848.1",1952,"trimethoprim-resistant dihydrofolate reductase DfrK",163
4259,"WP_031306504.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4260,"WP_030275963.1",4260,"MULTISPECIES: viomycin phosphotransferase",287
4261,"WP_030183523.1",4261,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-VIII",267
4262,"WP_029729112.1",4262,"MULTISPECIES: subclass B1 metallo-beta-lactamase BlaB-1",249
4263,"WP_029628776.1",4263,"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-7",288
4264,"WP_029391998.1",4264,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA25",157
4265,"WP_027372425.1",2369,"subclass B1 metallo-beta-lactamase IND-2",243
4266,"WP_025991879.1",3510,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10",277
4267,"WP_025888029.1",819,"quinolone resistance pentapeptide repeat protein QnrA4",218
4268,"WP_025811090.1",3941,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(D)",287
4269,"WP_025151790.1",1448,"class C beta-lactamase DHA-21",379
4270,"WP_024963478.1",4270,"tetracycline resistance ribosomal protection protein Tet(W)",639
4271,"WP_024407615.1",2816,"tetracycline efflux MFS transporter Tet(40)",406
4272,"WP_024167031.1",1957,"trimethoprim-resistant dihydrofolate reductase DfrB4",78
